year,latitude,longitude,scientific_name
2018,40.11233691,-75.16861535,Lycorma delicatula
2018,40.16179514,-75.67594077,Lycorma delicatula
2018,40.26334244,-75.4604202,Lycorma delicatula
2018,40.26164249,-75.46028451,Lycorma delicatula
2018,40.24936333,-75.820245,Lycorma delicatula
2018,40.70535844,-75.31294691,Lycorma delicatula
2018,40.30502833,-75.40532833,Lycorma delicatula
2018,40.26511338,-75.70341155,Lycorma delicatula
2018,40.60683488,-75.37880994,Lycorma delicatula
2018,40.60288914,-75.37787151,Lycorma delicatula
2018,40.01498663,-75.49202702,Lycorma delicatula
2018,40.13732448,-75.71102091,Lycorma delicatula
2018,40.5026187,-76.26119638,Lycorma delicatula
2018,40.23461025,-75.64679113,Lycorma delicatula
2018,40.54715241,-75.40783491,Lycorma delicatula
2018,40.674181,-75.249287,Lycorma delicatula
2018,40.44457938,-75.45782182,Lycorma delicatula
2018,40.44636219,-75.45801554,Lycorma delicatula
2018,40.4469958,-75.45812762,Lycorma delicatula
2018,40.44772982,-75.45739383,Lycorma delicatula
2018,40.13703566,-75.28482879,Lycorma delicatula
2018,40.19925877,-75.79036537,Lycorma delicatula
2018,40.10747321,-75.4661764,Lycorma delicatula
2018,40.10105157,-75.24317615,Lycorma delicatula
2018,40.10733998,-75.46614679,Lycorma delicatula
2018,40.43033389,-75.26380654,Lycorma delicatula
2018,40.49301333,-75.81623,Lycorma delicatula
2018,40.05445847,-75.81500723,Lycorma delicatula
2018,40.38123036,-76.05761545,Lycorma delicatula
2018,40.21659973,-75.29926123,Lycorma delicatula
2018,40.116443,-75.30696,Lycorma delicatula
2018,40.20997837,-75.27951154,Lycorma delicatula
2018,40.20997548,-75.27922922,Lycorma delicatula
2018,40.07086548,-75.48057916,Lycorma delicatula
2018,40.03917298,-75.48268837,Lycorma delicatula
2018,39.82408142,-75.67434692,Lycorma delicatula
2018,40.60817,-75.37307,Lycorma delicatula
2018,40.4224544,-76.16896914,Lycorma delicatula
2018,40.45032345,-76.17495596,Lycorma delicatula
2018,40.33479113,-76.04806665,Lycorma delicatula
2018,40.3360988,-76.0497851,Lycorma delicatula
2018,40.33434817,-76.04725849,Lycorma delicatula
2018,40.28229592,-75.40251079,Lycorma delicatula
2018,40.2099504,-75.2793954,Lycorma delicatula
2018,40.6895771,-75.85592158,Lycorma delicatula
2018,40.51107079,-76.09969519,Lycorma delicatula
2018,40.56018253,-76.0589427,Lycorma delicatula
2018,40.56032106,-76.05870425,Lycorma delicatula
2018,40.39386333,-75.23995333,Lycorma delicatula
2018,40.214855,-76.3292,Lycorma delicatula
2018,40.60683333,-75.64198333,Lycorma delicatula
2018,40.457325,-75.72817167,Lycorma delicatula
2018,40.2075052,-75.27967483,Lycorma delicatula
2018,40.00385585,-75.76041235,Lycorma delicatula
2018,40.36853155,-75.24274081,Lycorma delicatula
2018,40.10833359,-75.12171173,Lycorma delicatula
2018,40.104611,-75.413469,Lycorma delicatula
2018,40.09024295,-75.22444842,Lycorma delicatula
2018,40.45494164,-75.24050414,Lycorma delicatula
2018,40.52681758,-76.2245131,Lycorma delicatula
2018,40.09029456,-75.22494618,Lycorma delicatula
2018,40.34299667,-75.22993333,Lycorma delicatula
2018,40.20034649,-75.26051955,Lycorma delicatula
2018,40.22010466,-75.03896387,Lycorma delicatula
2018,40.67308834,-75.37988872,Lycorma delicatula
2018,40.58238333,-75.626755,Lycorma delicatula
2018,40.37034565,-76.07702298,Lycorma delicatula
2018,40.354675,-75.98056667,Lycorma delicatula
2018,39.98869255,-75.58333815,Lycorma delicatula
2018,40.10116667,-75.24212833,Lycorma delicatula
2018,40.45042361,-75.88417951,Lycorma delicatula
2018,40.30767867,-75.17839671,Lycorma delicatula
2018,40.60434495,-75.49973843,Lycorma delicatula
2018,40.1990509,-75.18138886,Lycorma delicatula
2018,40.41674409,-76.10209075,Lycorma delicatula
2018,40.41566222,-76.09688655,Lycorma delicatula
2018,40.4161417,-76.09418444,Lycorma delicatula
2018,40.41612092,-76.09317591,Lycorma delicatula
2018,40.31387399,-76.01649391,Lycorma delicatula
2018,40.58412356,-75.52113959,Lycorma delicatula
2018,40.10833359,-75.12171173,Lycorma delicatula
2018,40.68731808,-75.21389213,Lycorma delicatula
2018,40.60507456,-75.62662415,Lycorma delicatula
2018,39.99478,-75.29969667,Lycorma delicatula
2018,40.08267554,-75.2198293,Lycorma delicatula
2018,40.1023421,-76.07891353,Lycorma delicatula
2018,40.6256766,-75.46678084,Lycorma delicatula
2018,40.1418177,-75.6500121,Lycorma delicatula
2018,39.95523333,-75.172805,Lycorma delicatula
2018,40.088704,-75.39482,Lycorma delicatula
2018,39.97098833,-75.19352833,Lycorma delicatula
2018,40.03918204,-75.48264325,Lycorma delicatula
2018,40.20997453,-75.27973047,Lycorma delicatula
2018,40.18982167,-76.15680833,Lycorma delicatula
2018,40.26727847,-75.31626545,Lycorma delicatula
2018,40.03028883,-75.628175,Lycorma delicatula
2018,40.00609167,-75.212355,Lycorma delicatula
2018,40.5110821,-76.09973645,Lycorma delicatula
2018,40.37044469,-76.07708675,Lycorma delicatula
2018,40.38422534,-76.06935586,Lycorma delicatula
2018,40.38146692,-76.06219462,Lycorma delicatula
2018,40.219801,-75.44511638,Lycorma delicatula
2018,40.19828961,-75.79313977,Lycorma delicatula
2018,40.55773,-76.00305833,Lycorma delicatula
2018,40.21835867,-75.45317696,Lycorma delicatula
2018,40.2183725,-75.45312558,Lycorma delicatula
2018,40.21829167,-75.45320833,Lycorma delicatula
2018,40.56582833,-75.52297167,Lycorma delicatula
2018,40.39101044,-75.92059567,Lycorma delicatula
2018,40.58051387,-75.7289378,Lycorma delicatula
2018,40.57472989,-75.55792216,Lycorma delicatula
2018,40.60687171,-75.58492983,Lycorma delicatula
2018,40.04629176,-75.19677415,Lycorma delicatula
2018,39.95519647,-75.18633932,Lycorma delicatula
2018,40.27464294,-75.45513153,Lycorma delicatula
2018,40.50024414,-75.70444489,Lycorma delicatula
2018,39.96126667,-75.13424717,Lycorma delicatula
2018,40.6011881,-75.51332494,Lycorma delicatula
2018,40.20998034,-75.27940895,Lycorma delicatula
2018,40.05204845,-76.24685788,Lycorma delicatula
2018,40.10762615,-76.31051481,Lycorma delicatula
2018,41.22914136,-75.4577261,Lycorma delicatula
2018,39.997182,-75.66604939,Lycorma delicatula
2018,40.31496603,-76.03394109,Lycorma delicatula
2018,39.93333435,-75.83203888,Lycorma delicatula
2018,40.55937958,-75.41043854,Lycorma delicatula
2018,40.2295607,-75.35639397,Lycorma delicatula
2018,40.56688,-75.51661667,Lycorma delicatula
2018,40.11198883,-75.591055,Lycorma delicatula
2018,40.74308918,-75.29648388,Lycorma delicatula
2018,40.54235838,-75.51382924,Lycorma delicatula
2018,40.73735479,-75.35623011,Lycorma delicatula
2018,39.87465602,-75.67413848,Lycorma delicatula
2018,40.581695,-75.70861167,Lycorma delicatula
2018,40.37085484,-76.03256175,Lycorma delicatula
2018,40.18668056,-75.51445833,Lycorma delicatula
2018,40.60135109,-75.51459716,Lycorma delicatula
2018,40.11209817,-75.11294746,Lycorma delicatula
2018,40.25039673,-75.25598907,Lycorma delicatula
2018,40.16123963,-76.26998044,Lycorma delicatula
2018,40.12433883,-75.45968667,Lycorma delicatula
2018,40.36991009,-76.04380916,Lycorma delicatula
2018,40.37219702,-76.0538157,Lycorma delicatula
2018,40.37280587,-76.05308188,Lycorma delicatula
2018,40.37310521,-76.05336078,Lycorma delicatula
2018,40.18667919,-75.51428382,Lycorma delicatula
2018,40.18668056,-75.51445833,Lycorma delicatula
2018,40.18669681,-75.51433953,Lycorma delicatula
2018,40.18643188,-75.51365662,Lycorma delicatula
2018,40.18657057,-75.51436862,Lycorma delicatula
2018,40.18687406,-75.51445502,Lycorma delicatula
2018,40.18666503,-75.51445378,Lycorma delicatula
2018,40.18679227,-75.51440416,Lycorma delicatula
2018,40.18664017,-75.51447142,Lycorma delicatula
2018,40.18652073,-75.51444125,Lycorma delicatula
2018,40.18664822,-75.51439536,Lycorma delicatula
2018,40.18663377,-75.51447649,Lycorma delicatula
2018,40.18655104,-75.51442486,Lycorma delicatula
2018,40.186793,-75.51409,Lycorma delicatula
2018,40.18545952,-75.52060748,Lycorma delicatula
2018,40.1864862,-75.51433979,Lycorma delicatula
2018,40.18651223,-75.51448555,Lycorma delicatula
2018,40.0698799,-76.292673,Lycorma delicatula
2018,40.18673162,-75.5144915,Lycorma delicatula
2018,40.18678309,-75.51445839,Lycorma delicatula
2018,40.18659052,-75.5144459,Lycorma delicatula
2018,40.18667132,-75.51450156,Lycorma delicatula
2018,40.18666314,-75.51441573,Lycorma delicatula
2018,40.18667982,-75.51446292,Lycorma delicatula
2018,40.18670736,-75.5144288,Lycorma delicatula
2018,40.18670171,-75.51446781,Lycorma delicatula
2018,40.18649207,-75.51456166,Lycorma delicatula
2018,40.18671092,-75.51443308,Lycorma delicatula
2018,40.18667827,-75.51440927,Lycorma delicatula
2018,40.18673246,-75.51447448,Lycorma delicatula
2018,40.18617511,-75.51438001,Lycorma delicatula
2018,40.60191317,-75.37222244,Lycorma delicatula
2018,40.13208556,-75.45113624,Lycorma delicatula
2018,40.21331172,-75.33356601,Lycorma delicatula
2018,40.04411562,-75.44146517,Lycorma delicatula
2018,39.99867167,-75.59143833,Lycorma delicatula
2018,39.98240199,-75.51760613,Lycorma delicatula
2018,40.629245,-75.38474167,Lycorma delicatula
2018,40.57721862,-75.62527018,Lycorma delicatula
2018,40.63944504,-75.37984656,Lycorma delicatula
2018,40.566155,-75.52089667,Lycorma delicatula
2018,40.637345,-75.38423,Lycorma delicatula
2018,40.61807,-75.38197167,Lycorma delicatula
2018,40.10898617,-75.218405,Lycorma delicatula
2018,40.629395,-75.38438333,Lycorma delicatula
2018,39.99955438,-75.82941058,Lycorma delicatula
2018,40.32489395,-75.95219421,Lycorma delicatula
2018,40.63570333,-75.39505833,Lycorma delicatula
2018,40.52625964,-75.19557517,Lycorma delicatula
2018,40.13720915,-77.13965244,Lycorma delicatula
2018,40.05986551,-75.68119213,Lycorma delicatula
2018,40.0267098,-75.6288889,Lycorma delicatula
2018,40.08933001,-75.69017896,Lycorma delicatula
2018,40.02774717,-76.21646167,Lycorma delicatula
2018,40.06988883,-75.95612167,Lycorma delicatula
2018,40.10388588,-76.06303163,Lycorma delicatula
2018,40.50321223,-75.71075291,Lycorma delicatula
2018,40.15538333,-75.87343667,Lycorma delicatula
2018,40.33162,-74.9411,Lycorma delicatula
2018,40.32853333,-74.94361167,Lycorma delicatula
2018,40.09583617,-75.42875,Lycorma delicatula
2018,40.21505,-75.294975,Lycorma delicatula
2018,40.09441937,-75.4048242,Lycorma delicatula
2018,40.31351089,-75.83347321,Lycorma delicatula
2018,40.54346169,-75.67885291,Lycorma delicatula
2018,40.09973258,-75.59940294,Lycorma delicatula
2018,40.40029717,-75.48777188,Lycorma delicatula
2018,40.630445,-75.38492,Lycorma delicatula
2018,40.37204833,-76.03415333,Lycorma delicatula
2018,40.37429167,-76.03582667,Lycorma delicatula
2018,40.61803896,-75.38203379,Lycorma delicatula
2018,40.18561509,-75.9545438,Lycorma delicatula
2018,40.18478972,-75.9565512,Lycorma delicatula
2018,40.18338973,-75.96170721,Lycorma delicatula
2018,40.31173096,-75.95543974,Lycorma delicatula
2018,40.20988472,-75.27945075,Lycorma delicatula
2018,40.69031529,-75.50709988,Lycorma delicatula
2018,40.336405,-75.905525,Lycorma delicatula
2018,40.63031453,-75.37896072,Lycorma delicatula
2018,40.60120024,-75.50072226,Lycorma delicatula
2018,40.19979667,-75.26350333,Lycorma delicatula
2018,40.15671539,-75.47737885,Lycorma delicatula
2018,40.436195,-75.414055,Lycorma delicatula
2018,40.2527985,-80.01460957,Lycorma delicatula
2018,40.0410601,-75.66789935,Lycorma delicatula
2018,40.32801437,-75.62364197,Lycorma delicatula
2018,40.806735,-77.849059,Lycorma delicatula
2018,40.56152333,-75.48616515,Lycorma delicatula
2018,40.03901258,-75.26652639,Lycorma delicatula
2018,40.62910833,-75.38462833,Lycorma delicatula
2018,40.09579717,-75.60392833,Lycorma delicatula
2018,40.20998299,-75.27971908,Lycorma delicatula
2018,40.63311167,-75.38787,Lycorma delicatula
2018,40.636495,-75.38871667,Lycorma delicatula
2018,40.636525,-75.38838333,Lycorma delicatula
2018,40.20947139,-75.33363626,Lycorma delicatula
2018,40.1998024,-75.78485107,Lycorma delicatula
2018,40.31355296,-75.36387339,Lycorma delicatula
2018,40.04588333,-75.65135333,Lycorma delicatula
2018,40.1635627,-75.21184065,Lycorma delicatula
2018,40.19329765,-75.45618692,Lycorma delicatula
2018,40.26453334,-75.65094634,Lycorma delicatula
2018,40.39042594,-75.49612923,Lycorma delicatula
2018,40.20989209,-75.27941834,Lycorma delicatula
2018,40.05492128,-75.01309305,Lycorma delicatula
2018,40.51643919,-75.55171819,Lycorma delicatula
2018,40.58026176,-75.53191049,Lycorma delicatula
2018,40.59632167,-75.51007,Lycorma delicatula
2018,40.27506029,-75.35786083,Lycorma delicatula
2018,40.03746452,-75.69138649,Lycorma delicatula
2018,40.2069,-75.773333,Lycorma delicatula
2018,40.198122,-75.790786,Lycorma delicatula
2018,40.30363191,-75.45732048,Lycorma delicatula
2018,40.21370298,-75.78097353,Lycorma delicatula
2018,40.21194568,-75.42923407,Lycorma delicatula
2018,40.2367497,-75.57282875,Lycorma delicatula
2018,40.245374,-75.64963,Lycorma delicatula
2018,40.58809436,-75.71059442,Lycorma delicatula
2018,40.28440654,-75.4480563,Lycorma delicatula
2018,40.43512019,-75.34716751,Lycorma delicatula
2018,40.53297123,-75.77666559,Lycorma delicatula
2018,40.36946954,-75.93523768,Lycorma delicatula
2018,40.28459937,-75.4532744,Lycorma delicatula
2018,40.49284901,-75.81621919,Lycorma delicatula
2018,40.25281077,-75.47493292,Lycorma delicatula
2018,40.44736939,-75.34068047,Lycorma delicatula
2018,40.37684153,-75.30272461,Lycorma delicatula
2018,40.28490233,-75.45353072,Lycorma delicatula
2018,40.53013477,-75.85916503,Lycorma delicatula
2018,40.19542167,-75.479575,Lycorma delicatula
2018,40.490905,-75.45099667,Lycorma delicatula
2018,40.12622803,-75.66093626,Lycorma delicatula
2018,40.25452618,-75.5119645,Lycorma delicatula
2018,40.20576193,-75.31040129,Lycorma delicatula
2018,40.65048407,-75.43572005,Lycorma delicatula
2018,40.279548,-75.387121,Lycorma delicatula
2018,40.50502182,-75.19835268,Lycorma delicatula
2018,40.12839014,-75.67293067,Lycorma delicatula
2018,40.30987213,-75.16520317,Lycorma delicatula
2018,40.086643,-75.444093,Lycorma delicatula
2018,40.16265869,-75.463974,Lycorma delicatula
2018,40.83035106,-75.68962707,Lycorma delicatula
2018,40.21567167,-75.12812783,Lycorma delicatula
2018,40.11868816,-75.28353558,Lycorma delicatula
2018,40.29154456,-75.26409656,Lycorma delicatula
2018,40.09512751,-75.46603134,Lycorma delicatula
2018,40.30118833,-75.934875,Lycorma delicatula
2018,40.16730711,-75.44226886,Lycorma delicatula
2018,40.24908833,-75.31471333,Lycorma delicatula
2018,40.25493262,-75.51137953,Lycorma delicatula
2018,40.551759,-76.08295,Lycorma delicatula
2018,40.30740291,-75.30870817,Lycorma delicatula
2018,40.30740338,-75.30876917,Lycorma delicatula
2018,40.30736069,-75.30865022,Lycorma delicatula
2018,40.30744031,-75.30887564,Lycorma delicatula
2018,40.13858333,-75.32790333,Lycorma delicatula
2018,40.510885,-76.099695,Lycorma delicatula
2018,40.51105833,-76.09969333,Lycorma delicatula
2018,40.50397147,-75.26444724,Lycorma delicatula
2018,40.25264563,-75.9183355,Lycorma delicatula
2018,40.25694167,-75.3882,Lycorma delicatula
2018,40.73608426,-75.3086008,Lycorma delicatula
2018,40.36135397,-75.91069371,Lycorma delicatula
2018,40.30057468,-75.87287662,Lycorma delicatula
2018,40.30890333,-75.43618833,Lycorma delicatula
2018,40.2162976,-75.55114032,Lycorma delicatula
2018,40.19885835,-75.79159613,Lycorma delicatula
2018,40.31277426,-75.436459,Lycorma delicatula
2018,40.50551046,-75.40297106,Lycorma delicatula
2018,40.3356483,-75.9268747,Lycorma delicatula
2018,40.48672755,-75.50739716,Lycorma delicatula
2018,40.21665812,-75.78627312,Lycorma delicatula
2018,40.53284035,-75.62429276,Lycorma delicatula
2018,40.16445833,-75.482505,Lycorma delicatula
2018,40.3506654,-75.9848246,Lycorma delicatula
2018,40.31998414,-75.29099185,Lycorma delicatula
2018,40.78923416,-75.60808563,Lycorma delicatula
2018,40.25910568,-75.82103729,Lycorma delicatula
2018,40.5117442,-76.1042693,Lycorma delicatula
2018,40.23588108,-75.07705789,Lycorma delicatula
2018,40.36453997,-75.94509654,Lycorma delicatula
2018,40.22163536,-75.38580414,Lycorma delicatula
2018,40.28805463,-75.40878137,Lycorma delicatula
2018,40.23930799,-75.51453986,Lycorma delicatula
2018,40.31247207,-75.4357348,Lycorma delicatula
2018,40.42836167,-75.33926333,Lycorma delicatula
2018,40.33807118,-75.4220015,Lycorma delicatula
2018,39.93287682,-76.22546098,Lycorma delicatula
2018,40.23940929,-75.51423738,Lycorma delicatula
2018,40.31252474,-75.43593463,Lycorma delicatula
2018,40.23577734,-75.45596894,Lycorma delicatula
2018,40.23260637,-75.90514569,Lycorma delicatula
2018,40.49628582,-75.22987545,Lycorma delicatula
2018,40.42143833,-75.449295,Lycorma delicatula
2018,40.42143833,-75.449295,Lycorma delicatula
2018,40.25687,-75.65949167,Lycorma delicatula
2018,40.28766578,-75.87718981,Lycorma delicatula
2018,40.3356483,-75.9268747,Lycorma delicatula
2018,40.1874101,-75.65365951,Lycorma delicatula
2018,40.446945,-75.867675,Lycorma delicatula
2018,40.2340597,-75.68705506,Lycorma delicatula
2018,40.32327907,-75.91841948,Lycorma delicatula
2018,40.14378617,-75.509155,Lycorma delicatula
2018,40.27070094,-75.46537827,Lycorma delicatula
2019,40.1009834,-75.243045,Lycorma delicatula
2019,40.07627217,-76.35381333,Lycorma delicatula
2019,39.9426887,-75.15851676,Lycorma delicatula
2019,40.03063887,-75.32201041,Lycorma delicatula
2019,40.11876235,-75.23775554,Lycorma delicatula
2019,40.11876235,-75.237777,Lycorma delicatula
2019,40.089374,-75.22213463,Lycorma delicatula
2019,40.06854297,-75.228329,Lycorma delicatula
2019,41.21837991,-75.84251393,Lycorma delicatula
2019,40.1047125,-75.20583498,Lycorma delicatula
2019,40.07529542,-75.20538697,Lycorma delicatula
2019,40.22853397,-75.38785268,Lycorma delicatula
2019,40.05758889,-76.29031944,Lycorma delicatula
2019,40.748655,-75.7338881,Lycorma delicatula
2019,40.01744617,-76.03978205,Lycorma delicatula
2019,40.18227841,-76.12561007,Lycorma delicatula
2019,40.07423422,-75.1497721,Lycorma delicatula
2019,40.66894263,-75.63652596,Lycorma delicatula
2019,40.07628883,-76.35373667,Lycorma delicatula
2019,40.44803628,-75.88511109,Lycorma delicatula
2019,39.9573101,-75.19148812,Lycorma delicatula
2019,40.30155728,-75.03559442,Lycorma delicatula
2019,40.5168518,-75.5573886,Lycorma delicatula
2019,40.5028931,-75.60336458,Lycorma delicatula
2019,40.58763833,-76.15873617,Lycorma delicatula
2019,40.51222,-75.78592,Lycorma delicatula
2019,40.23188333,-76.379875,Lycorma delicatula
2019,40.115575,-75.344505,Lycorma delicatula
2019,39.951791,-75.33286697,Lycorma delicatula
2019,39.90225687,-75.33980073,Lycorma delicatula
2019,39.90234304,-75.33970557,Lycorma delicatula
2019,40.18944871,-75.03946789,Lycorma delicatula
2019,40.12254717,-75.45813833,Lycorma delicatula
2019,40.67375441,-75.32024472,Lycorma delicatula
2019,39.93921707,-75.5949425,Lycorma delicatula
2019,40.04544658,-75.42016591,Lycorma delicatula
2019,40.67491036,-75.61789937,Lycorma delicatula
2019,40.65637051,-75.61784506,Lycorma delicatula
2019,39.96563289,-75.18092501,Lycorma delicatula
2019,40.05495354,-75.2492205,Lycorma delicatula
2019,40.63476815,-75.41926427,Lycorma delicatula
2019,40.07877731,-75.72827148,Lycorma delicatula
2019,40.71317167,-75.28494167,Lycorma delicatula
2019,40.16342778,-76.39496148,Lycorma delicatula
2019,40.04857051,-76.30395622,Lycorma delicatula
2019,40.2368895,-76.3810922,Lycorma delicatula
2019,39.9417531,-75.1786034,Lycorma delicatula
2019,40.09618056,-75.13311111,Lycorma delicatula
2019,40.08444444,-75.23472222,Lycorma delicatula
2019,40.03916667,-75.14916667,Lycorma delicatula
2019,39.93979862,-75.59723781,Lycorma delicatula
2019,40.0886,-75.07105278,Lycorma delicatula
2019,40.44873091,-75.24468029,Lycorma delicatula
2019,39.82878668,-75.39721191,Lycorma delicatula
2019,40.72324497,-75.66259997,Lycorma delicatula
2019,40.1590195,-75.40831667,Lycorma delicatula
2019,40.04088883,-75.76138333,Lycorma delicatula
2019,40.03621829,-75.51381189,Lycorma delicatula
2019,39.95445333,-75.17324667,Lycorma delicatula
2019,39.93483161,-75.5996309,Lycorma delicatula
2019,40.03621829,-75.51381189,Lycorma delicatula
2019,40.14690801,-76.59113203,Lycorma delicatula
2019,40.1471677,-76.59076181,Lycorma delicatula
2019,40.57570662,-75.54248555,Lycorma delicatula
2019,39.94881295,-75.18365476,Lycorma delicatula
2019,40.16075,-75.50716944,Lycorma delicatula
2019,40.22135833,-75.24898667,Lycorma delicatula
2019,40.309156,-75.123497,Lycorma delicatula
2019,40.24122167,-75.1229695,Lycorma delicatula
2019,40.11143611,-75.07431111,Lycorma delicatula
2019,40.0361317,-75.14819564,Lycorma delicatula
2019,39.8721069,-75.3696375,Lycorma delicatula
2019,39.9606643,-75.6054882,Lycorma delicatula
2019,40.4744943,-75.625377,Lycorma delicatula
2019,40.05361111,-75.21638889,Lycorma delicatula
2019,39.947945,-75.19548833,Lycorma delicatula
2019,39.94796667,-75.19458,Lycorma delicatula
2019,40.47470443,-75.62505081,Lycorma delicatula
2019,40.47207592,-75.62794961,Lycorma delicatula
2019,40.47203945,-75.62792916,Lycorma delicatula
2019,40.52187113,-76.47906373,Lycorma delicatula
2019,40.1223,-75.44870833,Lycorma delicatula
2019,39.92632257,-75.36770258,Lycorma delicatula
2019,39.84918072,-75.73590556,Lycorma delicatula
2019,39.8676189,-75.4207322,Lycorma delicatula
2019,40.44895554,-75.88407135,Lycorma delicatula
2019,40.44902039,-75.88470459,Lycorma delicatula
2019,40.44912338,-75.8841629,Lycorma delicatula
2019,40.03936202,-76.30375033,Lycorma delicatula
2019,39.87773667,-75.21185333,Lycorma delicatula
2019,39.84758814,-75.70600642,Lycorma delicatula
2019,40.20985413,-75.27975464,Lycorma delicatula
2019,40.23051333,-74.95127833,Lycorma delicatula
2019,40.03675833,-75.26778333,Lycorma delicatula
2019,40.32221167,-76.01370278,Lycorma delicatula
2019,40.0979945,-75.07360833,Lycorma delicatula
2019,39.9836968,-75.4870629,Lycorma delicatula
2019,40.0473717,-76.1167265,Lycorma delicatula
2019,40.20175183,-75.45221315,Lycorma delicatula
2019,40.20175183,-75.45221315,Lycorma delicatula
2019,40.20175183,-75.45221315,Lycorma delicatula
2019,40.301558,-75.035573,Lycorma delicatula
2019,39.96974192,-75.16500102,Lycorma delicatula
2019,40.13383617,-75.07363883,Lycorma delicatula
2019,40.139725,-75.07357783,Lycorma delicatula
2019,40.13982783,-75.06394167,Lycorma delicatula
2019,40.4573159,-75.96687214,Lycorma delicatula
